customId,winnerCode,hasGlobalHighlights,hasEventPlayerStatistics,hasEventPlayerHeatMap,detailId,crowdsourcingDataDisplayEnabled,id,awayRedCards,startTimestamp,slug,finalResultOnly,tournament.name,tournament.slug,tournament.category.name,tournament.category.slug,tournament.category.sport.name,tournament.category.sport.slug,tournament.category.sport.id,tournament.category.id,tournament.category.flag,tournament.category.alpha2,tournament.uniqueTournament.name,tournament.uniqueTournament.slug,tournament.uniqueTournament.category.name,tournament.uniqueTournament.category.slug,tournament.uniqueTournament.category.sport.name,tournament.uniqueTournament.category.sport.slug,tournament.uniqueTournament.category.sport.id,tournament.uniqueTournament.category.id,tournament.uniqueTournament.category.flag,tournament.uniqueTournament.category.alpha2,tournament.uniqueTournament.userCount,tournament.uniqueTournament.id,tournament.uniqueTournament.hasEventPlayerStatistics,tournament.uniqueTournament.crowdsourcingEnabled,tournament.uniqueTournament.hasPerformanceGraphFeature,tournament.uniqueTournament.displayInverseHomeAwayTeams,tournament.priority,tournament.id,roundInfo.round,status.code,status.description,status.type,homeTeam.name,homeTeam.slug,homeTeam.shortName,homeTeam.sport.name,homeTeam.sport.slug,homeTeam.sport.id,homeTeam.userCount,homeTeam.nameCode,homeTeam.disabled,homeTeam.type,homeTeam.id,homeTeam.country.alpha2,homeTeam.country.name,homeTeam.subTeams,homeTeam.teamColors.primary,homeTeam.teamColors.secondary,homeTeam.teamColors.text,awayTeam.name,awayTeam.slug,awayTeam.shortName,awayTeam.sport.name,awayTeam.sport.slug,awayTeam.sport.id,awayTeam.userCount,awayTeam.nameCode,awayTeam.disabled,awayTeam.type,awayTeam.id,awayTeam.country.alpha2,awayTeam.country.name,awayTeam.subTeams,awayTeam.teamColors.primary,awayTeam.teamColors.secondary,awayTeam.teamColors.text,homeScore.current,homeScore.display,homeScore.period1,homeScore.period2,homeScore.normaltime,awayScore.current,awayScore.display,awayScore.period1,awayScore.period2,awayScore.normaltime,time.injuryTime1,time.injuryTime2,time.currentPeriodStartTimestamp,changes.changes,changes.changeTimestamp,homeRedCards,roundInfo.name,roundInfo.cupRoundType,homeScore.overtime,homeScore.penalties,awayScore.overtime,awayScore.penalties,coverage,choice_1,choice_X,choice_2
kwrsdJWb,2,True,True,True,1.0,False,11398790,,1688923800,al-masry-pharco-fc,False,Premier League,premier-league,Egypt,egypt,Football,football,1,305,egypt,EG,Premier League,premier-league,Egypt,egypt,Football,football,1,305,egypt,EG,0,808,True,False,False,False,172,38612,33.0,100,Ended,finished,Pharco FC,pharco-fc,Pharco,Football,football,1,0,PHA,False,0,241703,EG,Egypt,[],#52b030,#52b030,#ffffff,Al-Masry,al-masry,Al-Masry,Football,football,1,0,MAS,False,0,43560,EG,Egypt,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,2.0,3.0,5.0,3.0,1688931012.0,"['time.currentPeriodStart', 'status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1688931015,1.0,,,,,,,,3.0,2.75,2.38
cavbsxHYc,1,True,False,True,4.0,False,11398204,,1689010200,ceramica-cleopatra-pyramids-fc,False,Premier League,premier-league,Egypt,egypt,Football,football,1,305,egypt,EG,Premier League,premier-league,Egypt,egypt,Football,football,1,305,egypt,EG,0,808,True,False,False,False,172,38612,33.0,100,Ended,finished,Ceramica Cleopatra,ceramica-cleopatra,Ceramica Cleopatra,Football,football,1,0,CER,False,0,371622,EG,Egypt,[],#52b030,#52b030,#ffffff,Pyramids FC,pyramids-fc,Pyramids,Football,football,1,0,PYR,False,0,175002,EG,Egypt,[],#52b030,#52b030,#ffffff,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,,,1689014074.0,"['status.code', 'status.description', 'status.type']",1689017048,,,,,,,,,3.5,3.0,2.05
qXqsrqy,2,True,True,True,1.0,False,11398200,,1689010200,el-dakhlya-ismaily,False,Premier League,premier-league,Egypt,egypt,Football,football,1,305,egypt,EG,Premier League,premier-league,Egypt,egypt,Football,football,1,305,egypt,EG,0,808,True,False,False,False,172,38612,33.0,100,Ended,finished,El Dakhlya,el-dakhlya,El Dakhlya,Football,football,1,0,DAK,False,0,58317,EG,Egypt,[],#52b030,#52b030,#ffffff,Ismaily,ismaily,Ismaily,Football,football,1,0,ISM,False,0,42366,EG,Egypt,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,4.0,8.0,1689017338.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1689017342,,,,,,,,,2.7,2.7,2.7
uqysBHgc,3,True,False,True,4.0,False,11398207,,1689010200,ghazl-el-mahalla-national-bank-of-egypt,False,Premier League,premier-league,Egypt,egypt,Football,football,1,305,egypt,EG,Premier League,premier-league,Egypt,egypt,Football,football,1,305,egypt,EG,0,808,True,False,False,False,172,38612,33.0,100,Ended,finished,Ghazl El Mahalla,ghazl-el-mahalla,El Mahalla,Football,football,1,0,GHA,False,0,58319,EG,Egypt,[],#52b030,#52b030,#ffffff,National Bank of Egypt,national-bank-of-egypt,National Bank,Football,football,1,0,NBE,False,0,266626,EG,Egypt,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1689014296.0,"['status.code', 'status.description', 'status.type']",1689017562,,,,,,,,,2.75,2.75,2.55
lwrsDFIb,1,True,False,True,4.0,False,11398206,,1689010200,talaea-el-gaish-aswan-sc,False,Premier League,premier-league,Egypt,egypt,Football,football,1,305,egypt,EG,Premier League,premier-league,Egypt,egypt,Football,football,1,305,egypt,EG,0,808,True,False,False,False,172,38612,33.0,100,Ended,finished,Tala'ea El-Gaish,talaea-el-gaish,El-Gaish,Football,football,1,0,GAI,False,0,43561,EG,Egypt,[],#52b030,#52b030,#ffffff,Aswan SC,aswan-sc,Aswan,Football,football,1,0,ASW,,0,209028,EG,Egypt,[],#52b030,#52b030,#ffffff,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,1689014324.0,"['status.code', 'status.description', 'status.type']",1689017507,,,,,,,,,2.05,2.8,3.75
gnsjn,2,True,True,True,1.0,False,10932774,,1688914800,odds-bk-bodoglimt,False,Eliteserien,eliteserien,Norway,norway,Football,football,1,5,norway,NO,Eliteserien,eliteserien,Norway,norway,Football,football,1,5,norway,NO,0,20,True,False,False,False,163,5,13.0,100,Ended,finished,Odds BK,odds-bk,Odd,Football,football,1,0,ODD,,0,659,NO,Norway,[],#52b030,#52b030,#ffffff,Bodø/Glimt,bodoglimt,Bodø/Glimt,Football,football,1,0,BOG,False,0,656,NO,Norway,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,5.0,1688921629.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688921633,,,,,,,,,5.25,4.33,1.57
onsly,2,True,True,True,1.0,False,10932770,,1688914800,lillestrom-sk-rosenborg-bk,False,Eliteserien,eliteserien,Norway,norway,Football,football,1,5,norway,NO,Eliteserien,eliteserien,Norway,norway,Football,football,1,5,norway,NO,0,20,True,False,False,False,163,5,13.0,100,Ended,finished,Rosenborg BK,rosenborg-bk,Rosenborg,Football,football,1,0,RBK,False,0,1161,NO,Norway,[],#52b030,#52b030,#ffffff,Lillestrøm SK,lillestrom-sk,Lillestrøm,Football,football,1,0,LSK,,0,664,NO,Norway,[],#52b030,#52b030,#ffffff,1.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,2.0,2.0,3.0,7.0,1688921828.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688921831,,,,,,,,,2.25,3.6,3.0
Bnsmy,3,True,True,True,1.0,False,10932776,,1688914800,sandefjord-fotball-stabaek-fotball,False,Eliteserien,eliteserien,Norway,norway,Football,football,1,5,norway,NO,Eliteserien,eliteserien,Norway,norway,Football,football,1,5,norway,NO,0,20,True,False,False,False,163,5,13.0,100,Ended,finished,Sandefjord Fotball,sandefjord-fotball,Sandefjord,Football,football,1,0,SAN,False,0,676,NO,Norway,[],#52b030,#52b030,#ffffff,Stabæk Fotball,stabaek-fotball,Stabæk,Football,football,1,0,STA,False,0,1162,NO,Norway,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1688921755.0,"['time.currentPeriodStart', 'status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1688921759,,,,,,,,,2.7,3.2,2.7
xqsny,1,False,True,True,1.0,False,10932768,,1688914800,sarpsborg-08-stromsgodset,False,Eliteserien,eliteserien,Norway,norway,Football,football,1,5,norway,NO,Eliteserien,eliteserien,Norway,norway,Football,football,1,5,norway,NO,0,20,True,False,False,False,163,5,13.0,100,Ended,finished,Strømsgodset,stromsgodset,Strømsgodset,Football,football,1,0,SIF,,0,1163,NO,Norway,[],#52b030,#52b030,#ffffff,Sarpsborg 08,sarpsborg-08,Sarpsborg 08,Football,football,1,0,SAR,False,0,822,NO,Norway,[],#52b030,#52b030,#ffffff,5.0,5.0,3.0,2.0,5.0,2.0,2.0,2.0,0.0,2.0,3.0,6.0,1688921680.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688921684,,,,,,,,,3.1,3.75,2.15
knspy,3,True,True,True,1.0,False,10932767,,1688914800,tromso-il-valerenga-if,False,Eliteserien,eliteserien,Norway,norway,Football,football,1,5,norway,NO,Eliteserien,eliteserien,Norway,norway,Football,football,1,5,norway,NO,0,20,True,False,False,False,163,5,13.0,100,Ended,finished,Tromsø IL,tromso-il,Tromsø,Football,football,1,0,TIL,,0,660,NO,Norway,[],#52b030,#52b030,#ffffff,Vålerenga IF,valerenga-if,Vålerenga,Football,football,1,0,VIF,,0,1165,NO,Norway,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1688921533.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688921536,,,,,,,,,2.05,3.5,3.5
lnsjy,1,True,True,True,1.0,False,10932763,,1688922900,molde-fk-sk-brann,False,Eliteserien,eliteserien,Norway,norway,Football,football,1,5,norway,NO,Eliteserien,eliteserien,Norway,norway,Football,football,1,5,norway,NO,0,20,True,False,False,False,163,5,13.0,100,Ended,finished,Molde FK,molde-fk,Molde,Football,football,1,0,MFK,False,0,661,NO,Norway,[],#52b030,#52b030,#ffffff,SK Brann,sk-brann,Brann,Football,football,1,0,BRA,,0,1159,NO,Norway,[],#52b030,#52b030,#ffffff,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1688929736.0,"['homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1688929806,,,,,,,,,1.91,3.75,3.75
mWsGtu,2,True,True,True,1.0,False,11383160,,1688925600,union-comercio-sport-boys,False,"Liga 1, Clausura",liga-1-clausura,Peru,peru,Football,football,1,20,peru,PE,Liga 1,liga-1,Peru,peru,Football,football,1,20,peru,PE,0,406,True,False,False,False,159,34468,3.0,100,Ended,finished,Unión Comercio,union-comercio,Comercio,Football,football,1,0,UNI,,0,48431,PE,Peru,[],#52b030,#52b030,#ffffff,Sport Boys,sport-boys,Sport Boys,Football,football,1,0,SBA,,0,2312,PE,Peru,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,12.0,1688933404.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688933408,,,,,,,,,1.95,3.5,4.0
GPcsVUac,0,False,,,1.0,False,11383161,,1688934600,deportivo-municipal-carlos-mannucci,False,"Liga 1, Clausura",liga-1-clausura,Peru,peru,Football,football,1,20,peru,PE,Liga 1,liga-1,Peru,peru,Football,football,1,20,peru,PE,0,406,True,False,False,False,159,34468,3.0,60,Postponed,postponed,Carlos A. Mannucci,carlos-a-mannucci,Carlos Mannucci,Football,football,1,0,MAN,,0,252245,PE,Peru,[],#52b030,#52b030,#ffffff,Deportivo Municipal,deportivo-municipal,Municipal,Football,football,1,0,MUN,,0,7031,PE,Peru,[],#52b030,#52b030,#ffffff,,,,,,,,,,,,,,"['status.code', 'status.description', 'status.type']",1688933967,,,,,,,,,1.73,4.0,4.5
OqkcsJwId,2,True,True,True,1.0,False,11383157,,1688949000,deportivo-garcilaso-deportivo-binacional,False,"Liga 1, Clausura",liga-1-clausura,Peru,peru,Football,football,1,20,peru,PE,Liga 1,liga-1,Peru,peru,Football,football,1,20,peru,PE,0,406,True,False,False,False,159,34468,3.0,100,Ended,finished,Deportivo Binacional,deportivo-binacional,Binacional,Football,football,1,0,EDB,,0,275839,PE,Peru,[],#52b030,#52b030,#ffffff,Deportivo Garcilaso,deportivo-garcilaso,Deportivo Garcilaso,Football,football,1,0,DEP,False,0,458584,PE,Peru,[],#52b030,#52b030,#ffffff,1.0,1.0,1.0,0.0,1.0,5.0,5.0,2.0,3.0,5.0,,,1688957000.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688957002,1.0,,,,,,,,2.15,4.0,3.0
VCnskAA,1,True,True,True,1.0,False,11383162,,1689020100,cusco-fc-sport-huancayo,False,"Liga 1, Clausura",liga-1-clausura,Peru,peru,Football,football,1,20,peru,PE,Liga 1,liga-1,Peru,peru,Football,football,1,20,peru,PE,0,406,True,False,False,False,159,34468,3.0,100,Ended,finished,Sport Huancayo,sport-huancayo,Sport Huancayo,Football,football,1,0,HUA,,0,33895,PE,Peru,[],#52b030,#52b030,#ffffff,Cusco FC,cusco-fc,Cusco,Football,football,1,0,CUS,,0,63760,PE,Peru,[],#52b030,#52b030,#ffffff,3.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,2.0,7.0,1689027118.0,"['time.currentPeriodStart', 'status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1689027123,,,,,,,,,1.75,3.6,4.75
iKsTK,2,True,True,True,1.0,False,10923073,,1688907600,ik-sirius-hammarby-if,False,Allsvenskan,allsvenskan,Sweden,sweden,Football,football,1,9,sweden,SE,Allsvenskan,allsvenskan,Sweden,sweden,Football,football,1,9,sweden,SE,0,40,True,False,False,False,133,24,14.0,100,Ended,finished,IK Sirius,ik-sirius,Sirius,Football,football,1,0,SIR,,0,1793,SE,Sweden,[],#52b030,#52b030,#ffffff,Hammarby IF,hammarby-if,Hammarby,Football,football,1,0,HIF,False,0,1758,SE,Sweden,[],#52b030,#52b030,#ffffff,1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,6.0,10.0,1688915226.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688915228,,,,,,,,,2.9,3.5,2.3
IKsRM,2,True,True,True,1.0,False,10923057,,1688907600,malmo-ff-mjallby-aif,False,Allsvenskan,allsvenskan,Sweden,sweden,Football,football,1,9,sweden,SE,Allsvenskan,allsvenskan,Sweden,sweden,Football,football,1,9,sweden,SE,0,40,True,False,False,False,133,24,14.0,100,Ended,finished,Malmö FF,malmo-ff,Malmö,Football,football,1,0,MAL,False,0,1892,SE,Sweden,[],#52b030,#52b030,#ffffff,Mjällby AIF,mjallby-aif,Mjällby,Football,football,1,0,MJA,False,0,1783,SE,Sweden,[],#52b030,#52b030,#ffffff,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,4.0,5.0,1688914780.0,"['homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1688914882,,,,,,,,,1.36,4.75,10.0
mKsQM,2,True,True,True,1.0,False,10923083,,1688916600,kalmar-ff-if-elfsborg,False,Allsvenskan,allsvenskan,Sweden,sweden,Football,football,1,9,sweden,SE,Allsvenskan,allsvenskan,Sweden,sweden,Football,football,1,9,sweden,SE,0,40,True,False,False,False,133,24,14.0,100,Ended,finished,Kalmar FF,kalmar-ff,Kalmar,Football,football,1,0,KAL,False,0,1891,SE,Sweden,[],#52b030,#52b030,#ffffff,IF Elfsborg,if-elfsborg,Elfsborg,Football,football,1,0,ELF,,0,1762,SE,Sweden,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,3.0,4.0,1.0,2.0,1688923402.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart', 'time.injuryTime2']",1688923406,1.0,,,,,,,,3.6,3.5,2.05
lKsbRc,2,True,True,True,1.0,False,10923048,,1689008400,varbergs-bois-ifk-goteborg,False,Allsvenskan,allsvenskan,Sweden,sweden,Football,football,1,9,sweden,SE,Allsvenskan,allsvenskan,Sweden,sweden,Football,football,1,9,sweden,SE,0,40,True,False,False,False,133,24,14.0,100,Ended,finished,IFK Göteborg,ifk-goteborg,Göteborg,Football,football,1,0,IFK,False,0,1761,SE,Sweden,[],#52b030,#52b030,#ffffff,Varbergs BoIS,varbergs-bois,Varberg,Football,football,1,0,VBG,,0,7101,SE,Sweden,[],#52b030,#52b030,#ffffff,1.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,,4.0,1689015154.0,"['homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1689015188,,,,,,,,,1.6,3.8,5.75
rKsuK,2,True,True,True,1.0,False,10923065,,1689008400,ifk-norrkoping-halmstads-bk,False,Allsvenskan,allsvenskan,Sweden,sweden,Football,football,1,9,sweden,SE,Allsvenskan,allsvenskan,Sweden,sweden,Football,football,1,9,sweden,SE,0,40,True,False,False,False,133,24,14.0,100,Ended,finished,IFK Norrköping,ifk-norrkoping,Norrköping,Football,football,1,0,NKP,False,0,1769,SE,Sweden,[],#52b030,#52b030,#ffffff,Halmstads BK,halmstads-bk,Halmstad,Football,football,1,0,HAL,,0,1767,SE,Sweden,[],#52b030,#52b030,#ffffff,1.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,3.0,3.0,1689015218.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1689015221,1.0,,,,,,,,2.0,3.6,3.5
uVbsndc,2,True,True,True,1.0,False,11405771,,1688936400,guatemala-jamaica,False,"CONCACAF Gold Cup, Knockout stage",concacaf-gold-cup-knockout-stage,North & Central America,north-central-america,Football,football,1,1469,north-and-central-america,,CONCACAF Gold Cup,concacaf-gold-cup,North & Central America,north-central-america,Football,football,1,1469,north-and-central-america,,0,140,True,False,False,False,95,6289,27.0,100,Ended,finished,Guatemala,guatemala,Guatemala,Football,football,1,0,GUA,False,0,5163,GT,Guatemala,[],#52b030,#52b030,#ffffff,Jamaica,jamaica,Jamaica,Football,football,1,0,JAM,False,0,4769,JM,Jamaica,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,4.0,1688943708.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688943710,,Quarterfinal,4.0,,,,,,6.5,3.5,1.65
zUbscVb,1,True,True,True,1.0,False,11405770,,1688945400,canada-usa,False,"CONCACAF Gold Cup, Knockout stage",concacaf-gold-cup-knockout-stage,North & Central America,north-central-america,Football,football,1,1469,north-and-central-america,,CONCACAF Gold Cup,concacaf-gold-cup,North & Central America,north-central-america,Football,football,1,1469,north-and-central-america,,0,140,True,False,False,False,95,6289,27.0,120,AP,finished,USA,usa,USA,Football,football,1,0,USA,False,0,4724,US,USA,[],#52b030,#52b030,#ffffff,Canada,canada,Canada,Football,football,1,0,CAN,False,0,4752,CA,Canada,[],#52b030,#52b030,#ffffff,5.0,2.0,0.0,1.0,1.0,4.0,2.0,0.0,1.0,1.0,10.0,6.0,1688958309.0,"['status.code', 'status.description', 'status.type', 'homeScore.display', 'homeScore.penalties', 'awayScore.display', 'awayScore.penalties', 'time.currentPeriodStart']",1688958311,,Quarterfinal,4.0,1.0,3.0,1.0,2.0,,1.62,3.8,5.75
rzAcsBQLc,1,True,True,True,1.0,False,11034992,,1688929200,atletico-ottawa-valour-fc,False,Canadian Premier League,canadian-premier-league,Canada,canada,Football,football,1,388,canada,CA,Canadian Premier League,canadian-premier-league,Canada,canada,Football,football,1,388,canada,CA,0,13470,True,False,False,False,84,72112,1.0,100,Ended,finished,Atlético Ottawa,atletico-ottawa,Atl. Ottawa,Football,football,1,0,OTT,False,0,342076,CA,Canada,[],#52b030,#52b030,#ffffff,Valour FC,valour-fc,Valour,Football,football,1,0,VAL,,0,313717,CA,Canada,[],#52b030,#52b030,#ffffff,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1688933402.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime']",1688936369,,,,,,,,,2.15,3.25,2.9
PXycsqzAc,2,True,True,True,1.0,False,11035015,,1688945400,forge-fc-york-united-fc,False,Canadian Premier League,canadian-premier-league,Canada,canada,Football,football,1,388,canada,CA,Canadian Premier League,canadian-premier-league,Canada,canada,Football,football,1,388,canada,CA,0,13470,True,False,False,False,84,72112,1.0,100,Ended,finished,York United FC,york-united-fc,York United,Football,football,1,0,YORK,False,0,309890,CA,Canada,[],#52b030,#52b030,#ffffff,Forge FC,forge-fc,Forge,Football,football,1,0,FOR,,0,313716,CA,Canada,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,2.0,4.0,4.0,3.0,1688949805.0,"['status.code', 'status.description', 'status.type']",1688952695,,,,,,,,,3.0,3.1,2.2
GfMbsjMNb,1,True,True,True,1.0,False,10986812,,1688947200,rio-grande-valley-fc-orange-county-sc,False,"USL, Championship",usl-championship,USA,usa,Football,football,1,26,usa,US,USL Championship,usl-championship,USA,usa,Football,football,1,26,usa,US,0,13363,True,False,False,False,79,71367,1.0,100,Ended,finished,Rio Grande Valley FC,rio-grande-valley-fc,Rio Grande Valley,Football,football,1,0,RGV,,0,221859,US,USA,[],#52b030,#52b030,#ffffff,Orange County SC,orange-county-sc,Orange County SC,Football,football,1,0,OC,False,0,217781,US,USA,[],#52b030,#52b030,#ffffff,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1688954434.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688954437,,,,,,,,,2.05,3.2,3.3
xQDbshoJd,1,True,True,True,1.0,False,10987718,,1688943600,lexington-sc-charlotte-independence,False,USL League One,usl-league-one,USA,usa,Football,football,1,26,usa,US,USL League One,usl-league-one,USA,usa,Football,football,1,26,usa,US,0,13362,True,False,False,False,77,71366,1.0,100,Ended,finished,Charlotte Independence,charlotte-independence,Charlotte Independence,Football,football,1,0,CIN,,0,197072,US,USA,[],#52b030,#52b030,#ffffff,Lexington SC,lexington-sc,Lexington SC,Football,football,1,0,LEX,,0,460707,US,USA,[],#52b030,#52b030,#ffffff,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,3.0,3.0,1688947976.0,"['status.code', 'status.description', 'status.type']",1688950884,,,,,,,,,1.6,3.6,4.5
tUnsivkb,1,True,True,True,1.0,False,11052420,,1688938200,njny-gotham-fc-portland-thorns-fc,False,National Women's Soccer League,national-womens-soccer-league,USA,usa,Football,football,1,26,usa,US,National Women's Soccer League,national-womens-soccer-league,USA,usa,Football,football,1,26,usa,US,0,1690,True,False,False,False,70,26540,15.0,100,Ended,finished,NJ/NY Gotham FC,njny-gotham-fc,Gotham,Football,football,1,0,GOT,False,0,34718,US,USA,[],#52b030,#52b030,#ffffff,Portland Thorns FC,portland-thorns-fc,Portland Thorns,Football,football,1,0,PTH,,0,151008,US,USA,[],#52b030,#52b030,#ffffff,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,4.0,5.0,1688941334.0,"['status.code', 'status.description', 'status.type']",1688944348,,,,,,,,,3.25,3.6,1.91
MVusunnd,1,True,True,True,1.0,False,11052421,,1688947200,north-carolina-courage-angel-city-fc,False,National Women's Soccer League,national-womens-soccer-league,USA,usa,Football,football,1,26,usa,US,National Women's Soccer League,national-womens-soccer-league,USA,usa,Football,football,1,26,usa,US,0,1690,True,False,False,False,70,26540,15.0,100,Ended,finished,Angel City FC,angel-city-fc,Angel City FC,Football,football,1,0,ANG,,0,408169,US,USA,[],#52b030,#52b030,#ffffff,North Carolina Courage,north-carolina-courage,NC Courage,Football,football,1,0,NCC,False,0,49787,US,USA,[],#52b030,#52b030,#ffffff,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,1688951385.0,"['status.code', 'status.description', 'status.type', 'time.injuryTime2']",1688954370,,,,,,,,,3.2,3.4,2.05
UcdsvJn,3,True,True,True,1.0,False,11000459,,1689069600,daegu-fc-gangwon-fc,False,K League 1,k-league-1,South Korea,south-korea,Football,football,1,291,south-korea,KR,K League 1,k-league-1,South Korea,south-korea,Football,football,1,291,south-korea,KR,0,410,True,False,False,False,13,3284,22.0,100,Ended,finished,Daegu FC,daegu-fc,Daegu FC,Football,football,1,0,DAG,,0,7644,KR,South Korea,[],#52b030,#52b030,#ffffff,Gangwon FC,gangwon-fc,Gangwon,Football,football,1,0,GAW,,0,34220,KR,South Korea,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1689076479.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1689076481,,,,,,,,,1.83,3.25,4.5
ZcdsmDu,3,True,True,True,1.0,False,11000461,,1689071400,jeju-united-gwangju-fc,False,K League 1,k-league-1,South Korea,south-korea,Football,football,1,291,south-korea,KR,K League 1,k-league-1,South Korea,south-korea,Football,football,1,291,south-korea,KR,0,410,True,False,False,False,13,3284,22.0,100,Ended,finished,Jeju United,jeju-united,Jeju United,Football,football,1,0,JEJ,,0,7649,KR,South Korea,[],#52b030,#52b030,#ffffff,Gwangju FC,gwangju-fc,Gwangju,Football,football,1,0,GWA,,0,48912,KR,South Korea,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,1689078355.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1689078359,,,,,,,,,2.75,3.2,2.55
