customId,winnerCode,hasGlobalHighlights,hasEventPlayerStatistics,hasEventPlayerHeatMap,detailId,crowdsourcingDataDisplayEnabled,id,awayRedCards,startTimestamp,slug,finalResultOnly,tournament.name,tournament.slug,tournament.category.name,tournament.category.slug,tournament.category.sport.name,tournament.category.sport.slug,tournament.category.sport.id,tournament.category.id,tournament.category.flag,tournament.uniqueTournament.name,tournament.uniqueTournament.slug,tournament.uniqueTournament.category.name,tournament.uniqueTournament.category.slug,tournament.uniqueTournament.category.sport.name,tournament.uniqueTournament.category.sport.slug,tournament.uniqueTournament.category.sport.id,tournament.uniqueTournament.category.id,tournament.uniqueTournament.category.flag,tournament.uniqueTournament.userCount,tournament.uniqueTournament.crowdsourcingEnabled,tournament.uniqueTournament.hasPerformanceGraphFeature,tournament.uniqueTournament.id,tournament.uniqueTournament.hasEventPlayerStatistics,tournament.uniqueTournament.displayInverseHomeAwayTeams,tournament.priority,tournament.id,roundInfo.round,roundInfo.name,roundInfo.cupRoundType,status.code,status.description,status.type,homeTeam.name,homeTeam.slug,homeTeam.shortName,homeTeam.sport.name,homeTeam.sport.slug,homeTeam.sport.id,homeTeam.userCount,homeTeam.nameCode,homeTeam.disabled,homeTeam.type,homeTeam.id,homeTeam.country.alpha2,homeTeam.country.name,homeTeam.subTeams,homeTeam.teamColors.primary,homeTeam.teamColors.secondary,homeTeam.teamColors.text,awayTeam.name,awayTeam.slug,awayTeam.shortName,awayTeam.sport.name,awayTeam.sport.slug,awayTeam.sport.id,awayTeam.userCount,awayTeam.nameCode,awayTeam.disabled,awayTeam.type,awayTeam.id,awayTeam.country.alpha2,awayTeam.country.name,awayTeam.subTeams,awayTeam.teamColors.primary,awayTeam.teamColors.secondary,awayTeam.teamColors.text,homeScore.current,homeScore.display,homeScore.period1,homeScore.period2,homeScore.normaltime,awayScore.current,awayScore.display,awayScore.period1,awayScore.period2,awayScore.normaltime,time.injuryTime1,time.injuryTime2,time.currentPeriodStartTimestamp,changes.changes,changes.changeTimestamp,tournament.category.alpha2,tournament.uniqueTournament.primaryColorHex,tournament.uniqueTournament.secondaryColorHex,tournament.uniqueTournament.category.alpha2,homeRedCards,aggregatedWinnerCode,previousLegEventId,homeTeam.gender,homeTeam.national,awayTeam.gender,awayTeam.national,homeScore.aggregated,awayScore.aggregated
tnBshmM,0,False,,,6.0,False,11188282,,1681322400,estudiantes-de-buenos-aires-barracas-central,False,Copa Argentina,copa-argentina,Argentina,argentina,Football,football,1,48,argentina,Copa Argentina,copa-argentina,Argentina,argentina,Football,football,1,48,argentina,0,False,False,1024,False,False,0,273,32.0,Round of 64,,60,Postponed,postponed,Barracas Central,barracas-central,Barracas,Football,football,1,0,BAR,,0,65668,AR,Argentina,[],#52b030,#52b030,#ffffff,Estudiantes de Buenos Aires,estudiantes-de-buenos-aires,Estudiantes B.A.,Football,football,1,0,EST,,0,93107,AR,Argentina,[],#52b030,#52b030,#ffffff,,,,,,,,,,,,,,"['status.code', 'status.description', 'status.type']",1681055015,AR,,,AR,,,,,,,,,
JLosQtAb,0,False,,,6.0,False,11188285,,1681322400,club-atletico-all-boys-gimnasia-y-esgrima-mendoza,False,Copa Argentina,copa-argentina,Argentina,argentina,Football,football,1,48,argentina,Copa Argentina,copa-argentina,Argentina,argentina,Football,football,1,48,argentina,0,False,False,1024,False,False,0,273,32.0,Round of 64,,60,Postponed,postponed,Gimnasia y Esgrima Mendoza,gimnasia-y-esgrima-mendoza,Gimnasia Mendoza,Football,football,1,0,GEM,,0,188441,AR,Argentina,[],#52b030,#52b030,#ffffff,Club Atlético All Boys,club-atletico-all-boys,Club Atlético All Boys,Football,football,1,0,ABO,,0,36834,AR,Argentina,[],#52b030,#52b030,#ffffff,,,,,,,,,,,,,,"['status.code', 'status.description', 'status.type']",1681055015,AR,,,AR,,,,,,,,,
gtubsJCRb,1,True,,,,False,10557318,,1681479000,sebail-fk-zire-fk,False,Premier League,premier-league,Azerbaijan,azerbaijan,Football,football,1,297,azerbaijan,Misli Premier League,misli-premier-league,Azerbaijan,azerbaijan,Football,football,1,297,azerbaijan,0,False,False,709,False,False,0,3590,30.0,,,100,Ended,finished,Zirə FK,zire-fk,Zirə,Football,football,1,0,ZIR,False,0,173406,AZ,Azerbaijan,[],#52b030,#52b030,#ffffff,Səbail FK,sebail-fk,Səbail,Football,football,1,0,SAB,,0,231384,AZ,Azerbaijan,[],#52b030,#52b030,#ffffff,3.0,3.0,0.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,,,1681486237.0,"['homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.injuryTime1', 'time.injuryTime2']",1681486262,AZ,,,AZ,,,,,,,,,
JecseWc,3,True,,,,False,11081052,,1681473600,fc-minsk-naftan-novopolotsk,False,Vysshaya League,vysshaya-league,Belarus,belarus,Football,football,1,91,belarus,Vysshaya Liga,vysshaya-liga,Belarus,belarus,Football,football,1,91,belarus,0,False,False,169,False,False,0,616,4.0,,,100,Ended,finished,Naftan Novopolotsk,naftan-novopolotsk,Naftan Novopolotsk,Football,football,1,0,NAF,False,0,5234,BY,Belarus,[],#52b030,#52b030,#ffffff,FC Minsk,fc-minsk,Minsk,Football,football,1,0,MIN,,0,7304,BY,Belarus,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1681480344.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1681480345,BY,,,BY,,,,,,,,,
DdcsPec,1,True,,,,False,11125147,,1681477200,fk-zeljeznicar-hsk-zrinjski-mostar,False,Premijer Liga,premijer-liga,Bosnia & Herzegovina,bosnia-herzegovina,Football,football,1,158,bosnia-herzegovina,Premijer Liga,premijer-liga,Bosnia & Herzegovina,bosnia-herzegovina,Football,football,1,158,bosnia-herzegovina,0,False,False,222,False,False,0,2557,26.0,,,100,Ended,finished,HŠK Zrinjski Mostar,hsk-zrinjski-mostar,Zrinjski,Football,football,1,0,ZRI,False,0,5178,BA,Bosnia & Herzegovina,[],#52b030,#52b030,#ffffff,FK Željezničar,fk-zeljeznicar,Željezničar,Football,football,1,0,ZES,False,0,5240,BA,Bosnia & Herzegovina,[],#52b030,#52b030,#ffffff,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,1681481040.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'awayScore.period2']",1681483893,BA,,,BA,,,,,,,,,
yOsGOc,2,False,,,6.0,False,11177673,1.0,1681327800,nova-iguacu-america-mineiro,False,Copa do Brasil,copa-do-brasil,Brazil,brazil,Football,football,1,13,brazil,Copa do Brasil,copa-do-brasil,Brazil,brazil,Football,football,1,13,brazil,0,False,False,373,False,False,0,283,3.0,Round 3,,100,Ended,finished,Nova Iguaçu,nova-iguacu,Nova Iguaçu,Football,football,1,0,NRJ,False,0,6981,BR,Brazil,[],#52b030,#52b030,#ffffff,América Mineiro,america-mineiro,América-MG,Football,football,1,0,AMG,False,0,1973,BR,Brazil,[],#52b030,#52b030,#ffffff,1.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,3.0,8.0,1681334932.0,"['time.currentPeriodStart', 'status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1681334937,BR,,,BR,,,,,,,,,
jOsHO,3,False,,,6.0,False,11177674,,1681336800,coritiba-sport-recife,False,Copa do Brasil,copa-do-brasil,Brazil,brazil,Football,football,1,13,brazil,Copa do Brasil,copa-do-brasil,Brazil,brazil,Football,football,1,13,brazil,0,False,False,373,False,False,0,283,3.0,Round 3,,100,Ended,finished,Coritiba,coritiba,Coritiba,Football,football,1,0,COR,False,0,1982,BR,Brazil,[],#52b030,#52b030,#ffffff,Sport Recife,sport-recife,Sport Recife,Football,football,1,0,REC,False,0,1959,BR,Brazil,[],#52b030,#52b030,#ffffff,3.0,3.0,2.0,1.0,3.0,3.0,3.0,1.0,2.0,3.0,5.0,10.0,1681344262.0,['cardsCode'],1681363855,BR,,,BR,,,,,,,,,
rOsHPi,1,False,,,6.0,False,11177672,,1681338600,crb-athletico,False,Copa do Brasil,copa-do-brasil,Brazil,brazil,Football,football,1,13,brazil,Copa do Brasil,copa-do-brasil,Brazil,brazil,Football,football,1,13,brazil,0,False,False,373,False,False,0,283,3.0,Round 3,,100,Ended,finished,CRB,crb,CRB,Football,football,1,0,BRA,,0,22032,BR,Brazil,[],#52b030,#52b030,#ffffff,Athletico,athletico,Athletico,Football,football,1,0,CAP,False,0,1967,BR,Brazil,[],#52b030,#52b030,#ffffff,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,1681346001.0,['cardsCode'],1681364403,BR,,,BR,,,,,,,,,
lOsXO,1,False,True,True,1.0,False,11180005,,1681338600,paysandu-fluminense,False,Copa do Brasil,copa-do-brasil,Brazil,brazil,Football,football,1,13,brazil,Copa do Brasil,copa-do-brasil,Brazil,brazil,Football,football,1,13,brazil,0,False,False,373,False,False,0,283,3.0,Round 3,,100,Ended,finished,Fluminense,fluminense,Fluminense,Football,football,1,93810,FLU,False,0,1961,BR,Brazil,[],#660000,#006633,#006633,Paysandu,paysandu,Paysandu,Football,football,1,13640,PAY,False,0,1997,BR,Brazil,[],#ffffff,#3333ff,#3333ff,3.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,1681345734.0,['homeScore.aggregated'],1683801112,BR,,,BR,,1.0,11177667.0,M,False,M,False,6.0,
nOscUJ,1,False,True,True,1.0,False,11177676,,1681340400,tombense-palmeiras,False,Copa do Brasil,copa-do-brasil,Brazil,brazil,Football,football,1,13,brazil,Copa do Brasil,copa-do-brasil,Brazil,brazil,Football,football,1,13,brazil,0,False,False,373,False,False,0,283,3.0,Round 3,,100,Ended,finished,Palmeiras,palmeiras,Palmeiras,Football,football,1,0,PAL,False,0,1963,BR,Brazil,[],#52b030,#52b030,#ffffff,Tombense,tombense,Tombense,Football,football,1,0,TOM,False,0,87202,BR,Brazil,[],#52b030,#52b030,#ffffff,4.0,4.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,2.0,6.0,7.0,1681347982.0,"['time.currentPeriodStart', 'status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1681347987,BR,,,BR,,,,,,,,,
COsLO,1,False,True,True,1.0,False,11177681,,1681345800,gremio-esportivo-brasil-atletico-mineiro,False,Copa do Brasil,copa-do-brasil,Brazil,brazil,Football,football,1,13,brazil,Copa do Brasil,copa-do-brasil,Brazil,brazil,Football,football,1,13,brazil,0,False,False,373,False,False,0,283,3.0,Round 3,,100,Ended,finished,Atlético Mineiro,atletico-mineiro,Atlético-MG,Football,football,1,0,ATL,False,0,1977,BR,Brazil,[],#52b030,#52b030,#ffffff,Grêmio Esportivo Brasil,gremio-esportivo-brasil,GE Brasil,Football,football,1,0,GEB,False,0,1986,BR,Brazil,[],#52b030,#52b030,#ffffff,2.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,5.0,10.0,1681353090.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1681353091,BR,,,BR,,,,,,,,,
hOsmP,1,True,True,True,1.0,False,11177666,,1681345800,remo-corinthians,False,Copa do Brasil,copa-do-brasil,Brazil,brazil,Football,football,1,13,brazil,Copa do Brasil,copa-do-brasil,Brazil,brazil,Football,football,1,13,brazil,0,False,False,373,False,False,0,283,3.0,Round 3,,100,Ended,finished,Remo,remo,Remo,Football,football,1,0,CDR,False,0,2012,BR,Brazil,[],#52b030,#52b030,#ffffff,Corinthians,corinthians,Corinthians,Football,football,1,0,COR,False,0,1957,BR,Brazil,[],#52b030,#52b030,#ffffff,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,1681352797.0,"['time.currentPeriodStart', 'status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1681352802,BR,,,BR,,,,,,,,,
iOsqfn,2,False,True,True,1.0,False,11177679,,1681345800,ypiranga-botafogo,False,Copa do Brasil,copa-do-brasil,Brazil,brazil,Football,football,1,13,brazil,Copa do Brasil,copa-do-brasil,Brazil,brazil,Football,football,1,13,brazil,0,False,False,373,False,False,0,283,3.0,Round 3,,100,Ended,finished,Ypiranga,ypiranga,Ypiranga,Football,football,1,0,YRS,False,0,32766,BR,Brazil,[],#52b030,#52b030,#ffffff,Botafogo,botafogo,Botafogo,Football,football,1,0,BOT,False,0,1958,BR,Brazil,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,6.0,6.0,1681353001.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1681353004,BR,,,BR,,,,,,,,,
eOslP,1,False,True,True,1.0,False,11177680,,1681423200,nautico-cruzeiro,False,Copa do Brasil,copa-do-brasil,Brazil,brazil,Football,football,1,13,brazil,Copa do Brasil,copa-do-brasil,Brazil,brazil,Football,football,1,13,brazil,0,False,False,373,False,False,0,283,3.0,Round 3,,100,Ended,finished,Náutico,nautico,Náutico,Football,football,1,0,NAU,False,0,2011,BR,Brazil,[],#52b030,#52b030,#ffffff,Cruzeiro,cruzeiro,Cruzeiro,Football,football,1,0,CRU,False,0,1954,BR,Brazil,[],#52b030,#52b030,#ffffff,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,1681430295.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1681430347,BR,,,BR,,,,,,,,,
Gucszgeb,1,False,True,True,1.0,False,11177684,,1681426800,flamengo-maringa,False,Copa do Brasil,copa-do-brasil,Brazil,brazil,Football,football,1,13,brazil,Copa do Brasil,copa-do-brasil,Brazil,brazil,Football,football,1,13,brazil,0,False,False,373,False,False,0,283,3.0,Round 3,,100,Ended,finished,Maringá,maringa,Maringá,Football,football,1,0,MA,False,0,135324,BR,Brazil,[],#52b030,#52b030,#ffffff,Flamengo,flamengo,Flamengo,Football,football,1,0,FLA,False,0,5981,BR,Brazil,[],#52b030,#52b030,#ffffff,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,,,1681433975.0,"['time.injuryTime1', 'time.injuryTime2']",1681470939,BR,,,BR,,,,,,,,,
BtcsNLi,2,True,True,True,1.0,False,11177665,,1681432200,gremio-abc,False,Copa do Brasil,copa-do-brasil,Brazil,brazil,Football,football,1,13,brazil,Copa do Brasil,copa-do-brasil,Brazil,brazil,Football,football,1,13,brazil,0,False,False,373,False,False,0,283,3.0,Round 3,,100,Ended,finished,ABC,abc,ABC,Football,football,1,0,ABC,False,0,21838,BR,Brazil,[],#52b030,#52b030,#ffffff,Grêmio,gremio,Grêmio,Football,football,1,0,GPA,False,0,5926,BR,Brazil,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,4.0,5.0,1681439511.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1681439512,BR,,,BR,,,,,,,,,
NNosUZRb,3,True,,,,False,10539380,,1681396200,botev-vratsa-fk-hebar-pazardzhik,False,Parva Liga,parva-liga,Bulgaria,bulgaria,Football,football,1,78,bulgaria,Parva Liga,parva-liga,Bulgaria,bulgaria,Football,football,1,78,bulgaria,0,False,False,247,False,False,0,232,26.0,,,100,Ended,finished,Botev Vratsa,botev-vratsa,Botev,Football,football,1,0,BVR,False,0,36938,BG,Bulgaria,[],#52b030,#52b030,#ffffff,FK Hebar Pazardzhik,fk-hebar-pazardzhik,Hebar Pazardzhik,Football,football,1,0,HEB,False,0,232494,BG,Bulgaria,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1681403072.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1681403074,BG,,,BG,,,,,,,,,
CpbsVec,1,True,,,,False,10539366,,1681468200,fk-pirin-blagoevgrad-lokomotiv-sofia,False,Parva Liga,parva-liga,Bulgaria,bulgaria,Football,football,1,78,bulgaria,Parva Liga,parva-liga,Bulgaria,bulgaria,Football,football,1,78,bulgaria,0,False,False,247,False,False,0,232,26.0,,,100,Ended,finished,Lokomotiv Sofia,lokomotiv-sofia,Lokomotiv Sofia,Football,football,1,0,LSO,False,0,3277,BG,Bulgaria,[],#52b030,#52b030,#ffffff,FK Pirin Blagoevgrad,fk-pirin-blagoevgrad,Pirin,Football,football,1,0,PIR,False,0,5245,BG,Bulgaria,[],#52b030,#52b030,#ffffff,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1681474963.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart', 'time.currentPeriodStart']",1681474966,BG,,,BG,,,,,,,,,
dzFbsFQac,2,True,,,,False,10539384,,1681476300,fc-cska-1948-sofia-fk-septemvri-sofia,False,Parva Liga,parva-liga,Bulgaria,bulgaria,Football,football,1,78,bulgaria,Parva Liga,parva-liga,Bulgaria,bulgaria,Football,football,1,78,bulgaria,0,False,False,247,False,False,0,232,26.0,,,100,Ended,finished,FK Septemvri Sofia,fk-septemvri-sofia,Septemvri,Football,football,1,0,SES,False,0,201203,BG,Bulgaria,[],#52b030,#52b030,#ffffff,FC CSKA 1948 Sofia,fc-cska-1948-sofia,CSKA 1948 Sofia,Football,football,1,0,CSK,False,0,252080,BG,Bulgaria,[],#52b030,#52b030,#ffffff,1.0,1.0,1.0,0.0,1.0,3.0,3.0,2.0,1.0,3.0,1.0,3.0,1681482953.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1681482955,BG,,,BG,,,,,,,,,
AXIsHWzc,2,True,,,6.0,False,11197476,,1681329600,ac-barnechea-lautaro-de-buin,False,Copa Chile,copa-chile,Chile,chile,Football,football,1,49,chile,Copa Chile,copa-chile,Chile,chile,Football,football,1,49,chile,0,False,False,1221,False,False,0,9133,1.0,Round 1,,100,Ended,finished,Lautaro de Bui­n,lautaro-de-buin,Lautaro de Bui­n,Football,football,1,0,LAU,,0,312332,CL,Chile,[],#52b030,#52b030,#ffffff,AC Barnechea,ac-barnechea,AC Barnechea,Football,football,1,0,BAR,False,0,84875,CL,Chile,[],#52b030,#52b030,#ffffff,1.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,,,1681336671.0,"['cardsCode', 'cardsCode']",1681365136,CL,,,CL,1.0,2.0,,,,,,,
qMKstMK,3,False,,,,False,11206954,,1681416000,fortaleza-ceif-boca-juniors-de-cali,False,"Primera B, Apertura",primera-b-apertura,Colombia,colombia,Football,football,1,274,colombia,Primera B,primera-b,Colombia,colombia,Football,football,1,274,colombia,0,False,False,1238,False,False,0,57659,5.0,,,100,Ended,finished,Boca Juniors de Cali,boca-juniors-de-cali,Boca Juniors,Football,football,1,0,BOC,False,0,89366,CO,Colombia,[],#52b030,#52b030,#ffffff,Fortaleza CEIF,fortaleza-ceif,Fortaleza,Football,football,1,0,FOR,,0,89368,CO,Colombia,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1681423000.0,"['time.currentPeriodStart', 'status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1681423004,CO,,,CO,,,,,,,,,
LPsRP,2,True,,,,False,11108973,,1681313400,nk-slaven-belupo-hnk-hajduk-split,False,Croatia Cup,croatia-cup,Croatia,croatia,Football,football,1,14,croatia,Croatian Cup,croatian-cup,Croatia,croatia,Football,football,1,14,croatia,0,False,False,307,False,False,0,170,28.0,Semifinal,2.0,100,Ended,finished,NK Slaven Belupo,nk-slaven-belupo,Slaven,Football,football,1,0,SLA,False,0,2042,HR,Croatia,[],#52b030,#52b030,#ffffff,HNK Hajduk Split,hnk-hajduk-split,Hajduk,Football,football,1,0,HAJ,False,0,2036,HR,Croatia,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,,,1681320398.0,"['time.injuryTime1', 'time.injuryTime2']",1681320420,HR,,,HR,,2.0,,,,,,,
dtbsYCo,2,True,,,,False,11129533,,1681308000,akritas-chlorakas-anorthosis-famagusta,False,"1. Division, Relegation group",1-division-relegation-group,Cyprus,cyprus,Football,football,1,102,cyprus,1. Division,1-division,Cyprus,cyprus,Football,football,1,102,cyprus,0,False,False,171,False,False,0,34364,5.0,,,100,Ended,finished,Anorthosis Famagusta,anorthosis-famagusta,Anorthosis,Football,football,1,0,ANO,False,0,3403,CY,Cyprus,[],#52b030,#52b030,#ffffff,Akritas Chlorakas,akritas-chlorakas,Akritas,Football,football,1,0,AKR,,0,36398,CY,Cyprus,[],#52b030,#52b030,#ffffff,2.0,2.0,1.0,1.0,2.0,3.0,3.0,0.0,3.0,3.0,1.0,9.0,1681315116.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1681315117,CY,,,CY,,,,,,,,,
btbsyOc,1,True,,,,False,11129525,,1681390800,doxa-katokopias-olympiakos-nicosia,False,"1. Division, Relegation group",1-division-relegation-group,Cyprus,cyprus,Football,football,1,102,cyprus,1. Division,1-division,Cyprus,cyprus,Football,football,1,102,cyprus,0,False,False,171,False,False,0,34364,5.0,,,100,Ended,finished,Doxa Katokopias,doxa-katokopias,Doxa,Football,football,1,0,DOX,False,0,6973,CY,Cyprus,[],#52b030,#52b030,#ffffff,Olympiakos Nicosia,olympiakos-nicosia,Olympiakos,Football,football,1,0,OLY,False,0,3401,CY,Cyprus,[],#52b030,#52b030,#ffffff,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,1681397759.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1681397761,CY,,,CY,,,,,,,,,
Zrbsftb,3,True,,,,False,11129532,,1681390800,enosis-neon-paralimniou-nea-salamina-famagusta,False,"1. Division, Relegation group",1-division-relegation-group,Cyprus,cyprus,Football,football,1,102,cyprus,1. Division,1-division,Cyprus,cyprus,Football,football,1,102,cyprus,0,False,False,171,False,False,0,34364,5.0,,,100,Ended,finished,Enosis Neon Paralimniou,enosis-neon-paralimniou,E.N. Paralimniou,Football,football,1,0,ENP,,0,3405,CY,Cyprus,[],#52b030,#52b030,#ffffff,Nea Salamina Famagusta,nea-salamina-famagusta,Nea Salamina,Football,football,1,0,NEA,False,0,3399,CY,Cyprus,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,1681397723.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1681397725,CY,,,CY,,,,,,,,,
fBsxXb,3,False,,,,False,11147648,,1681401600,vejle-hvidovre,False,"1st Division, Promotion Group",1st-division-promotion-group,Denmark,denmark,Football,football,1,8,denmark,1st Division,1st-division,Denmark,denmark,Football,football,1,8,denmark,0,False,False,47,False,False,0,92054,25.0,,,100,Ended,finished,Vejle,vejle,Vejle,Football,football,1,0,VEJ,False,0,4872,DK,Denmark,[],#52b030,#52b030,#ffffff,Hvidovre,hvidovre,Hvidovre,Football,football,1,0,HVI,False,0,1305,DK,Denmark,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1681405380.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'awayScore.period2']",1681408279,DK,,,DK,,,,,,,,,
hdsQyc,2,False,,,,False,11177547,,1681325100,eastleigh-gateshead,False,National League,national-league,England,england,Football,football,1,1,england,National League,national-league,England,england,Football,football,1,1,england,0,False,False,173,False,False,0,72,41.0,,,100,Ended,finished,Eastleigh,eastleigh,Eastleigh,Football,football,1,0,EFC,,0,6191,EN,England,[],#52b030,#52b030,#ffffff,Gateshead,gateshead,Gateshead,Football,football,1,0,GAT,,0,157,EN,England,[],#52b030,#52b030,#ffffff,2.0,2.0,1.0,1.0,2.0,5.0,5.0,2.0,3.0,5.0,3.0,5.0,1681331835.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1681331836,EN,,,EN,,,,,,,,,
wdcsXVo,3,False,,,,False,11035325,,1681315200,dinamo-tbilisi-dinamo-batumi,False,Erovnuli Liga,erovnuli-liga,Georgia,georgia,Football,football,1,270,georgia,Erovnuli Liga,erovnuli-liga,Georgia,georgia,Football,football,1,270,georgia,0,False,False,704,False,False,0,3012,8.0,,,100,Ended,finished,Dinamo Batumi,dinamo-batumi,Dinamo Batumi,Football,football,1,0,BAT,False,0,37297,GE,Georgia,[],#52b030,#52b030,#ffffff,Dinamo Tbilisi,dinamo-tbilisi,Dinamo Tbilisi,Football,football,1,0,TBI,,0,5171,GE,Georgia,[],#52b030,#52b030,#ffffff,2.0,2.0,2.0,0.0,2.0,2.0,2.0,1.0,1.0,2.0,6.0,4.0,1681322678.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1681322680,GE,,,GE,1.0,,,,,,,,
pMosqMo,2,False,,,,False,11035329,,1681387200,fc-samtredia-fc-gagra,False,Erovnuli Liga,erovnuli-liga,Georgia,georgia,Football,football,1,270,georgia,Erovnuli Liga,erovnuli-liga,Georgia,georgia,Football,football,1,270,georgia,0,False,False,704,False,False,0,3012,8.0,,,100,Ended,finished,FC Samtredia,fc-samtredia,Samtredia,Football,football,1,0,SAM,,0,36866,GE,Georgia,[],#52b030,#52b030,#ffffff,FC Gagra,fc-gagra,FC Gagra,Football,football,1,0,GAG,,0,36865,GE,Georgia,[],#52b030,#52b030,#ffffff,1.0,1.0,0.0,,,2.0,2.0,1.0,,,3.0,5.0,1681394573.0,"['status.code', 'status.description', 'status.type', 'time.currentPeriodStart']",1681394575,GE,,,GE,,,,,,,,,
