customId,winnerCode,hasGlobalHighlights,hasEventPlayerStatistics,hasEventPlayerHeatMap,detailId,crowdsourcingDataDisplayEnabled,id,startTimestamp,slug,finalResultOnly,tournament.name,tournament.slug,tournament.category.name,tournament.category.slug,tournament.category.sport.name,tournament.category.sport.slug,tournament.category.sport.id,tournament.category.id,tournament.category.flag,tournament.uniqueTournament.name,tournament.uniqueTournament.slug,tournament.uniqueTournament.category.name,tournament.uniqueTournament.category.slug,tournament.uniqueTournament.category.sport.name,tournament.uniqueTournament.category.sport.slug,tournament.uniqueTournament.category.sport.id,tournament.uniqueTournament.category.id,tournament.uniqueTournament.category.flag,tournament.uniqueTournament.userCount,tournament.uniqueTournament.id,tournament.uniqueTournament.hasEventPlayerStatistics,tournament.uniqueTournament.crowdsourcingEnabled,tournament.uniqueTournament.hasPerformanceGraphFeature,tournament.uniqueTournament.displayInverseHomeAwayTeams,tournament.priority,tournament.id,roundInfo.round,status.code,status.description,status.type,homeTeam.name,homeTeam.slug,homeTeam.shortName,homeTeam.sport.name,homeTeam.sport.slug,homeTeam.sport.id,homeTeam.userCount,homeTeam.nameCode,homeTeam.disabled,homeTeam.type,homeTeam.id,homeTeam.country.alpha2,homeTeam.country.name,homeTeam.subTeams,homeTeam.teamColors.primary,homeTeam.teamColors.secondary,homeTeam.teamColors.text,awayTeam.name,awayTeam.slug,awayTeam.shortName,awayTeam.sport.name,awayTeam.sport.slug,awayTeam.sport.id,awayTeam.userCount,awayTeam.nameCode,awayTeam.disabled,awayTeam.type,awayTeam.id,awayTeam.country.alpha2,awayTeam.country.name,awayTeam.subTeams,awayTeam.teamColors.primary,awayTeam.teamColors.secondary,awayTeam.teamColors.text,homeScore.current,homeScore.display,homeScore.period1,homeScore.period2,homeScore.normaltime,awayScore.current,awayScore.display,awayScore.period1,awayScore.period2,awayScore.normaltime,time.injuryTime1,time.injuryTime2,time.currentPeriodStartTimestamp,changes.changes,changes.changeTimestamp,homeRedCards,roundInfo.name,tournament.category.alpha2,tournament.uniqueTournament.category.alpha2,awayRedCards,homeScore.penalties,awayScore.penalties,roundInfo.cupRoundType,tournament.uniqueTournament.primaryColorHex,tournament.uniqueTournament.secondaryColorHex,coverage,choice_1,choice_X,choice_2
uYcsNlDb,2,True,True,True,1.0,False,10834001,1690263000,new-zealand-philippines,False,"World Championship, Women, Group A",world-championship-women-group-a,World,world,Football,football,1,1468,international,World Championship Women,world-championship-women,World,world,Football,football,1.0,1468.0,international,0.0,290.0,True,False,False,False,623,1504,2.0,100,Ended,finished,New Zealand,new-zealand,New Zealand,Football,football,1,0,NZL,False,0,7419,NZ,New Zealand,[],#52b030,#52b030,#ffffff,Philippines,philippines,Philippines,Football,football,1,0,PHI,False,0,195588,PH,Philippines,[],#52b030,#52b030,#ffffff,0,0,0.0,0.0,0.0,1,1,1.0,0.0,1.0,4.0,5.0,1690269980.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1690269983,,,,,,,,,,,,1.36,5.0,8.5
xYcsdmp,3,True,True,True,1.0,False,10834002,1690272000,norway-switzerland,False,"World Championship, Women, Group A",world-championship-women-group-a,World,world,Football,football,1,1468,international,World Championship Women,world-championship-women,World,world,Football,football,1.0,1468.0,international,0.0,290.0,True,False,False,False,623,1504,2.0,100,Ended,finished,Switzerland,switzerland,Switzerland,Football,football,1,0,SUI,False,0,38103,CH,Switzerland,[],#52b030,#52b030,#ffffff,Norway,norway,Norway,Football,football,1,0,NOR,False,0,7422,NO,Norway,[],#52b030,#52b030,#ffffff,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.0,4.0,1690278700.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1690278704,,,,,,,,,,,,4.33,3.5,1.85
mYcsDPi,1,True,True,True,1.0,False,10834004,1690372800,canada-ireland,False,"World Championship, Women, Group B",world-championship-women-group-b,World,world,Football,football,1,1468,international,World Championship Women,world-championship-women,World,world,Football,football,1.0,1468.0,international,0.0,290.0,True,False,False,False,622,1505,2.0,100,Ended,finished,Canada,canada,Canada,Football,football,1,0,CAN,False,0,7412,CA,Canada,[],#52b030,#52b030,#ffffff,Ireland,ireland,Ireland,Football,football,1,0,IRL,False,0,22028,IE,Ireland,[],#52b030,#52b030,#ffffff,2,2,1.0,1.0,2.0,1,1,1.0,0.0,1.0,5.0,5.0,1690380065.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1690380069,,,,,,,,,,,,1.73,3.1,7.0
tYcsDidb,1,True,True,True,1.0,False,10834006,1690347600,japan-costa-rica,False,"World Championship, Women, Group C",world-championship-women-group-c,World,world,Football,football,1,1468,international,World Championship Women,world-championship-women,World,world,Football,football,1.0,1468.0,international,0.0,290.0,True,False,False,False,621,1506,2.0,100,Ended,finished,Japan,japan,Japan,Football,football,1,0,JPN,False,0,7418,JP,Japan,[],#52b030,#52b030,#ffffff,Costa Rica,costa-rica,Costa Rica,Football,football,1,0,CRC,False,0,132928,CR,Costa Rica,[],#52b030,#52b030,#ffffff,2,2,2.0,0.0,2.0,0,0,0.0,0.0,0.0,5.0,5.0,1690354596.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1690354599,,,,,,,,,,,,1.06,13.0,23.0
wXosbxpc,1,True,True,True,1.0,False,10834005,1690356600,spain-zambia,False,"World Championship, Women, Group C",world-championship-women-group-c,World,world,Football,football,1,1468,international,World Championship Women,world-championship-women,World,world,Football,football,1.0,1468.0,international,0.0,290.0,True,False,False,False,621,1506,2.0,100,Ended,finished,Spain,spain,Spain,Football,football,1,0,ESP,False,0,37371,ES,Spain,[],#52b030,#52b030,#ffffff,Zambia,zambia,Zambia,Football,football,1,0,ZAM,False,0,288601,ZM,Zambia,[],#52b030,#52b030,#ffffff,5,5,2.0,3.0,5.0,0,0,0.0,0.0,0.0,6.0,8.0,1690360755.0,"['status.code', 'status.description', 'status.type']",1690364083,,,,,,,,,,,,1.01,23.0,51.0
xNisGHt,1,True,True,True,1.0,False,10834003,1690250400,colombia-south-korea,False,"World Championship, Women, Group H",world-championship-women-group-h,World,world,Football,football,1,1468,international,World Championship Women,world-championship-women,World,world,Football,football,1.0,1468.0,international,0.0,290.0,True,False,False,False,616,109144,1.0,100,Ended,finished,Colombia,colombia,Colombia,Football,football,1,0,COL,False,0,46631,CO,Colombia,[],#52b030,#52b030,#ffffff,South Korea,south-korea,South Korea,Football,football,1,0,KOR,False,0,21922,KR,South Korea,[],#52b030,#52b030,#ffffff,2,2,2.0,0.0,2.0,0,0,0.0,0.0,0.0,10.0,5.0,1690257792.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1690257794,,,,,,,,,,,,3.0,2.88,2.7
llbsVgc,3,False,False,,4.0,False,11452448,1690300800,fk-zalgiris-galatasaray,False,"UEFA Champions League, Qualification",uefa-champions-league-qualification,Europe,europe,Football,football,1,1465,europe,UEFA Champions League,uefa-champions-league,Europe,europe,Football,football,1.0,1465.0,europe,0.0,7.0,True,False,False,False,548,1339,2.0,100,Ended,finished,FK Žalgiris,fk-zalgiris,Žalgiris,Football,football,1,0,ZAL,False,0,5345,LT,Lithuania,[],#52b030,#52b030,#ffffff,Galatasaray,galatasaray,Galatasaray,Football,football,1,0,GAL,False,0,3061,TR,Turkey,[],#52b030,#52b030,#ffffff,2,2,0.0,2.0,2.0,2,2,0.0,2.0,2.0,3.0,6.0,1690307679.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1690307682,1.0,Qualification round 2,,,,,,,,,,6.5,4.5,1.44
lnsRU,1,False,False,,4.0,False,11454349,1690300800,molde-fk-hjk,False,"UEFA Champions League, Qualification",uefa-champions-league-qualification,Europe,europe,Football,football,1,1465,europe,UEFA Champions League,uefa-champions-league,Europe,europe,Football,football,1.0,1465.0,europe,0.0,7.0,True,False,False,False,548,1339,2.0,100,Ended,finished,HJK,hjk,HJK,Football,football,1,0,HJK,False,0,2242,FI,Finland,[],#52b030,#52b030,#ffffff,Molde FK,molde-fk,Molde,Football,football,1,0,MFK,False,0,661,NO,Norway,[],#52b030,#52b030,#ffffff,1,1,1.0,0.0,1.0,0,0,0.0,0.0,0.0,1.0,6.0,1690307569.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1690307571,,Qualification round 2,,,,,,,,,,5.0,3.8,1.67
HPsfyo,1,False,True,True,1.0,False,11454194,1690308000,astana-gnk-dinamo-zagreb,False,"UEFA Champions League, Qualification",uefa-champions-league-qualification,Europe,europe,Football,football,1,1465,europe,UEFA Champions League,uefa-champions-league,Europe,europe,Football,football,1.0,1465.0,europe,0.0,7.0,True,False,False,False,548,1339,2.0,100,Ended,finished,GNK Dinamo Zagreb,gnk-dinamo-zagreb,Dinamo,Football,football,1,0,DIN,False,0,2032,HR,Croatia,[],#52b030,#52b030,#ffffff,Astana,astana,Astana,Football,football,1,0,FCA,False,0,36155,KZ,Kazakhstan,[],#52b030,#52b030,#ffffff,4,4,3.0,1.0,4.0,0,0,0.0,0.0,0.0,1.0,4.0,1690311755.0,"['status.code', 'status.description', 'status.type']",1690314750,,Qualification round 2,,,,,,,,,,1.33,4.75,10.0
YobsMvdc,2,False,True,True,1.0,False,11365239,1690308000,panathinaikos-sc-dnipro-1,False,"UEFA Champions League, Qualification",uefa-champions-league-qualification,Europe,europe,Football,football,1,1465,europe,UEFA Champions League,uefa-champions-league,Europe,europe,Football,football,1.0,1465.0,europe,0.0,7.0,True,False,False,False,548,1339,2.0,100,Ended,finished,SC Dnipro-1,sc-dnipro-1,Dnipro-1,Football,football,1,0,SCD,False,0,258537,UA,Ukraine,[],#52b030,#52b030,#ffffff,Panathinaikos,panathinaikos,Panathinaikos,Football,football,1,0,PAN,False,0,3248,GR,Greece,[],#52b030,#52b030,#ffffff,1,1,0.0,1.0,1.0,3,3,1.0,2.0,3.0,3.0,4.0,1690311864.0,"['status.code', 'status.description', 'status.type']",1690314848,,Qualification round 2,,,,,,,,,,3.5,3.1,2.25
YYsPhb,3,False,True,True,1.0,False,11365240,1690309800,krc-genk-servette-fc,False,"UEFA Champions League, Qualification",uefa-champions-league-qualification,Europe,europe,Football,football,1,1465,europe,UEFA Champions League,uefa-champions-league,Europe,europe,Football,football,1.0,1465.0,europe,0.0,7.0,True,False,False,False,548,1339,2.0,100,Ended,finished,Servette FC,servette-fc,Servette,Football,football,1,0,SER,,0,2448,CH,Switzerland,[],#52b030,#52b030,#ffffff,KRC Genk,krc-genk,Genk,Football,football,1,0,GEN,False,0,2890,BE,Belgium,[],#52b030,#52b030,#ffffff,1,1,0.0,1.0,1.0,1,1,1.0,0.0,1.0,4.0,5.0,1690313814.0,"['status.code', 'status.description', 'status.type']",1690316965,,Qualification round 2,,,,,,,,,,2.88,3.5,2.3
eYsDdc,2,False,True,True,1.0,False,11454345,1690311600,hsk-zrinjski-mostar-sk-slovan-bratislava,False,"UEFA Champions League, Qualification",uefa-champions-league-qualification,Europe,europe,Football,football,1,1465,europe,UEFA Champions League,uefa-champions-league,Europe,europe,Football,football,1.0,1465.0,europe,0.0,7.0,True,False,False,False,548,1339,2.0,100,Ended,finished,HŠK Zrinjski Mostar,hsk-zrinjski-mostar,Zrinjski,Football,football,1,0,ZRI,False,0,5178,BA,Bosnia & Herzegovina,[],#52b030,#52b030,#ffffff,ŠK Slovan Bratislava,sk-slovan-bratislava,Slovan,Football,football,1,0,SLO,,0,2404,SK,Slovakia,[],#52b030,#52b030,#ffffff,0,0,0.0,0.0,0.0,1,1,0.0,1.0,1.0,6.0,7.0,1690315796.0,"['status.code', 'status.description', 'status.type']",1690318929,,Qualification round 2,,,,,,,,,,2.7,3.1,2.7
JAsbN,2,False,False,,4.0,False,11454195,1690312500,breidablik-kopavogur-fc-kobenhavn,False,"UEFA Champions League, Qualification",uefa-champions-league-qualification,Europe,europe,Football,football,1,1465,europe,UEFA Champions League,uefa-champions-league,Europe,europe,Football,football,1.0,1465.0,europe,0.0,7.0,True,False,False,False,548,1339,2.0,100,Ended,finished,Breidablik Kópavogur,breidablik-kopavogur,Breiðablik,Football,football,1,0,KOP,False,0,1901,IS,Iceland,[],#52b030,#52b030,#ffffff,FC København,fc-kobenhavn,København,Football,football,1,0,FCC,False,0,1284,DK,Denmark,[],#52b030,#52b030,#ffffff,0,0,0.0,0.0,0.0,2,2,2.0,0.0,2.0,2.0,3.0,1690319289.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1690319292,,Qualification round 2,,,,,,,,,,4.6,3.8,1.73
xecsmjp,2,False,False,,4.0,False,11453561,1690297200,fk-partizani-atletic-club-escaldes,False,"UEFA Europa Conference League, Qualification",uefa-europa-conference-league-qualification,Europe,europe,Football,football,1,1465,europe,UEFA Europa Conference League,uefa-europa-conference-league,Europe,europe,Football,football,1.0,1465.0,europe,0.0,17015.0,True,False,False,False,513,93604,2.0,100,Ended,finished,Atlètic Club Escaldes,atletic-club-escaldes,AC Escaldes,Football,football,1,0,ATL,False,0,37962,AD,Andorra,[],#52b030,#52b030,#ffffff,FK Partizani,fk-partizani,Partizani,Football,football,1,0,PTI,False,0,5222,AL,Albania,[],#52b030,#52b030,#ffffff,0,0,0.0,0.0,0.0,1,1,0.0,1.0,1.0,3.0,7.0,1690304234.0,"['time.currentPeriodStart', 'status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1690304240,,Qualification round 2,,,,,,,,,,9.0,4.75,1.29
wYbsHhc,3,False,False,,4.0,False,11457717,1690308000,swift-hesperange-the-new-saints,False,"UEFA Europa Conference League, Qualification",uefa-europa-conference-league-qualification,Europe,europe,Football,football,1,1465,europe,UEFA Europa Conference League,uefa-europa-conference-league,Europe,europe,Football,football,1.0,1465.0,europe,0.0,17015.0,True,False,False,False,513,93604,2.0,100,Ended,finished,The New Saints,the-new-saints,TNS,Football,football,1,0,TNS,False,0,4921,WA,Wales,[],#52b030,#52b030,#ffffff,Swift Hesperange,swift-hesperange,Hesperange,Football,football,1,0,HES,False,0,5382,LU,Luxembourg,[],#52b030,#52b030,#ffffff,1,1,0.0,1.0,1.0,1,1,1.0,0.0,1.0,3.0,6.0,1690315069.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1690315072,,Qualification round 2,,,,,,,,,,2.3,3.2,2.9
wdcsIwn,1,False,False,,4.0,False,11457715,1690308000,dinamo-tbilisi-hamrun-spartans-fc,False,"UEFA Europa Conference League, Qualification",uefa-europa-conference-league-qualification,Europe,europe,Football,football,1,1465,europe,UEFA Europa Conference League,uefa-europa-conference-league,Europe,europe,Football,football,1.0,1465.0,europe,0.0,17015.0,True,False,False,False,513,93604,2.0,100,Ended,finished,Ħamrun Spartans FC,hamrun-spartans-fc,Ħamrun S.,Football,football,1,0,SPA,False,0,33583,MT,Malta,[],#52b030,#52b030,#ffffff,Dinamo Tbilisi,dinamo-tbilisi,Dinamo Tbilisi,Football,football,1,0,TBI,,0,5171,GE,Georgia,[],#52b030,#52b030,#ffffff,2,2,0.0,,,1,1,0.0,,,3.0,7.0,1690315194.0,"['time.currentPeriodStart', 'status.code', 'status.description', 'status.type']",1690315199,,Qualification round 2,,,,,,,,,,3.0,3.1,2.3
JdcsriRb,1,False,False,,4.0,False,11457719,1690310700,larne-fc-kf-ballkani,False,"UEFA Europa Conference League, Qualification",uefa-europa-conference-league-qualification,Europe,europe,Football,football,1,1465,europe,UEFA Europa Conference League,uefa-europa-conference-league,Europe,europe,Football,football,1.0,1465.0,europe,0.0,17015.0,True,False,False,False,513,93604,2.0,100,Ended,finished,KF Ballkani,kf-ballkani,Ballkani,Football,football,1,0,BAL,False,0,230417,XK,Kosovo,[],#52b030,#52b030,#ffffff,Larne FC,larne-fc,Larne FC,Football,football,1,0,LAM,False,0,5184,NX,Northern Ireland,[],#52b030,#52b030,#ffffff,3,3,2.0,1.0,3.0,0,0,0.0,0.0,0.0,2.0,5.0,1690317582.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1690317585,,Qualification round 2,,,,,,,,,,1.65,3.5,5.0
dhcsmhp,2,False,False,,4.0,False,11457716,1690310700,valmiera-fc-sp-tre-penne,False,"UEFA Europa Conference League, Qualification",uefa-europa-conference-league-qualification,Europe,europe,Football,football,1,1465,europe,UEFA Europa Conference League,uefa-europa-conference-league,Europe,europe,Football,football,1.0,1465.0,europe,0.0,17015.0,True,False,False,False,513,93604,2.0,100,Ended,finished,SP Tre Penne,sp-tre-penne,Tre Penne,Football,football,1,0,TRP,False,0,37862,SM,San Marino,[],#52b030,#52b030,#ffffff,Valmiera FC,valmiera-fc,Valmiera,Football,football,1,0,VAL,False,0,5353,LV,Latvia,[],#52b030,#52b030,#ffffff,0,0,0.0,0.0,0.0,3,3,1.0,2.0,3.0,1.0,4.0,1690317344.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1690317348,,Qualification round 2,,,,,,,,,,6.5,5.75,1.3
lOsHO,1,True,True,True,1.0,False,11067587,1690236000,coritiba-fluminense,False,Brasileiro Série A,brasileiro-serie-a,Brazil,brazil,Football,football,1,13,brazil,Brasileiro Série A,brasileiro-serie-a,Brazil,brazil,Football,football,1.0,13.0,brazil,0.0,325.0,True,False,False,False,390,83,16.0,100,Ended,finished,Coritiba,coritiba,Coritiba,Football,football,1,0,COR,False,0,1982,BR,Brazil,[],#52b030,#52b030,#ffffff,Fluminense,fluminense,Fluminense,Football,football,1,0,FLU,False,0,1961,BR,Brazil,[],#52b030,#52b030,#ffffff,2,2,2.0,0.0,2.0,0,0,0.0,0.0,0.0,3.0,5.0,1690242929.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart', 'time.currentPeriodStart']",1690242932,,,BR,BR,,,,,,,,3.2,3.1,2.38
fobskob,3,True,True,True,6.0,False,10981565,1690227000,talleres-gimnasia-y-esgrima,False,Liga Profesional de Fútbol,liga-profesional-de-futbol,Argentina,argentina,Football,football,1,48,argentina,Liga Profesional de Fútbol,liga-profesional-de-futbol,Argentina,argentina,Football,football,1.0,48.0,argentina,0.0,155.0,True,False,False,False,351,68,26.0,100,Ended,finished,Talleres,talleres,Talleres,Football,football,1,0,CAT,False,0,3210,AR,Argentina,[],#52b030,#52b030,#ffffff,Gimnasia y Esgrima,gimnasia-y-esgrima,Gimnasia,Football,football,1,0,GLP,False,0,3205,AR,Argentina,[],#52b030,#52b030,#ffffff,2,2,2.0,0.0,2.0,2,2,1.0,1.0,2.0,2.0,5.0,1690234006.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1690234010,,,AR,AR,,,,,,,,1.4,4.5,9.0
eobsiob,3,True,True,True,1.0,False,10981571,1690227000,velez-sarsfield-union,False,Liga Profesional de Fútbol,liga-profesional-de-futbol,Argentina,argentina,Football,football,1,48,argentina,Liga Profesional de Fútbol,liga-profesional-de-futbol,Argentina,argentina,Football,football,1.0,48.0,argentina,0.0,155.0,True,False,False,False,351,68,26.0,100,Ended,finished,Vélez Sarsfield,velez-sarsfield,Vélez Sarsfield,Football,football,1,0,VEL,False,0,3208,AR,Argentina,[],#52b030,#52b030,#ffffff,Unión,union,Unión,Football,football,1,0,UNI,False,0,3204,AR,Argentina,[],#52b030,#52b030,#ffffff,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2.0,4.0,1690233786.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1690233787,,,AR,AR,,,,,,,,2.15,2.9,4.2
uobszwc,1,True,True,True,6.0,False,10981586,1690234200,godoy-cruz-banfield,False,Liga Profesional de Fútbol,liga-profesional-de-futbol,Argentina,argentina,Football,football,1,48,argentina,Liga Profesional de Fútbol,liga-profesional-de-futbol,Argentina,argentina,Football,football,1.0,48.0,argentina,0.0,155.0,True,False,False,False,351,68,26.0,100,Ended,finished,Banfield,banfield,Banfield,Football,football,1,0,BAN,False,0,3219,AR,Argentina,[],#52b030,#52b030,#ffffff,Godoy Cruz,godoy-cruz,Godoy Cruz,Football,football,1,0,GOD,,0,6074,AR,Argentina,[],#52b030,#52b030,#ffffff,2,2,1.0,1.0,2.0,0,0,0.0,0.0,0.0,4.0,6.0,1690241654.0,"['time.currentPeriodStart', 'status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1690241658,,,AR,AR,,,,,,,,1.73,3.5,5.5
pobsBnB,1,True,True,True,6.0,False,10981581,1690237800,central-cordoba-racing-club,False,Liga Profesional de Fútbol,liga-profesional-de-futbol,Argentina,argentina,Football,football,1,48,argentina,Liga Profesional de Fútbol,liga-profesional-de-futbol,Argentina,argentina,Football,football,1.0,48.0,argentina,0.0,155.0,True,False,False,False,351,68,26.0,100,Ended,finished,Racing Club,racing-club,Racing,Football,football,1,0,RAC,False,0,3215,AR,Argentina,[],#52b030,#52b030,#ffffff,Central Córdoba,central-cordoba,Central Córdoba,Football,football,1,0,CC,False,0,65676,AR,Argentina,[],#52b030,#52b030,#ffffff,3,3,2.0,1.0,3.0,1,1,0.0,1.0,1.0,1.0,4.0,1690244544.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1690244546,,,AR,AR,,,,,,,,1.85,3.3,4.75
cobsmob,1,True,True,True,6.0,False,10981721,1690242300,newells-old-boys-boca-juniors,False,Liga Profesional de Fútbol,liga-profesional-de-futbol,Argentina,argentina,Football,football,1,48,argentina,Liga Profesional de Fútbol,liga-profesional-de-futbol,Argentina,argentina,Football,football,1.0,48.0,argentina,0.0,155.0,True,False,False,False,351,68,26.0,100,Ended,finished,Boca Juniors,boca-juniors,Boca Juniors,Football,football,1,0,BOC,False,0,3202,AR,Argentina,[],#52b030,#52b030,#ffffff,Newell's Old Boys,newells-old-boys,Newell's,Football,football,1,0,NOB,False,0,3212,AR,Argentina,[],#52b030,#52b030,#ffffff,2,2,1.0,1.0,2.0,1,1,0.0,1.0,1.0,2.0,4.0,1690249923.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1690249925,,,AR,AR,,,,,,,,2.4,2.8,3.4
wobstnB,3,True,True,True,6.0,False,10981562,1690309800,barracas-central-arsenal-de-sarandi,False,Liga Profesional de Fútbol,liga-profesional-de-futbol,Argentina,argentina,Football,football,1,48,argentina,Liga Profesional de Fútbol,liga-profesional-de-futbol,Argentina,argentina,Football,football,1.0,48.0,argentina,0.0,155.0,True,False,False,False,351,68,26.0,100,Ended,finished,Barracas Central,barracas-central,Barracas,Football,football,1,0,BAR,,0,65668,AR,Argentina,[],#52b030,#52b030,#ffffff,Arsenal de Sarandí,arsenal-de-sarandi,Arsenal,Football,football,1,0,ARS,False,0,3221,AR,Argentina,[],#52b030,#52b030,#ffffff,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,3.0,4.0,1690316577.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1690316580,,,AR,AR,,,,,,,,1.85,3.4,4.5
hobsDcd,2,True,True,True,6.0,False,10981574,1690318800,tigre-colon,False,Liga Profesional de Fútbol,liga-profesional-de-futbol,Argentina,argentina,Football,football,1,48,argentina,Liga Profesional de Fútbol,liga-profesional-de-futbol,Argentina,argentina,Football,football,1.0,48.0,argentina,0.0,155.0,True,False,False,False,351,68,26.0,100,Ended,finished,Colón,colon,Colón,Football,football,1,0,COL,False,0,3207,AR,Argentina,[],#52b030,#52b030,#ffffff,Tigre,tigre,Tigre,Football,football,1,0,TIG,False,0,7628,AR,Argentina,[],#52b030,#52b030,#ffffff,1,1,0.0,1.0,1.0,3,3,1.0,2.0,3.0,2.0,3.0,1690325494.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1690325496,,,AR,AR,,,,,,,,2.3,3.25,3.25
tobsMYb,1,True,True,True,6.0,False,10981563,1690327800,instituto-cordoba-lanus,False,Liga Profesional de Fútbol,liga-profesional-de-futbol,Argentina,argentina,Football,football,1,48,argentina,Liga Profesional de Fútbol,liga-profesional-de-futbol,Argentina,argentina,Football,football,1.0,48.0,argentina,0.0,155.0,True,False,False,False,351,68,26.0,100,Ended,finished,Instituto Córdoba,instituto-cordoba,Instituto,Football,football,1,0,IAC,,0,4937,AR,Argentina,[],#52b030,#52b030,#ffffff,Lanús,lanus,Lanús,Football,football,1,0,LAN,False,0,3218,AR,Argentina,[],#52b030,#52b030,#ffffff,2,2,1.0,1.0,2.0,1,1,1.0,0.0,1.0,3.0,5.0,1690334826.0,"['homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1690334897,,,AR,AR,1.0,,,,,,,3.0,2.8,2.75
EOsxP,2,True,True,True,1.0,False,11076532,1690236000,londrina-botafogo-sp,False,Brasileiro Série B,brasileiro-serie-b,Brazil,brazil,Football,football,1,13,brazil,Brasileiro Série B,brasileiro-serie-b,Brazil,brazil,Football,football,1.0,13.0,brazil,0.0,390.0,True,False,False,False,279,1449,19.0,100,Ended,finished,Londrina,londrina,Londrina,Football,football,1,0,LON,False,0,2022,BR,Brazil,[],#52b030,#52b030,#ffffff,Botafogo-SP,botafogo-sp,Botafogo-SP,Football,football,1,0,BOT,False,0,1979,BR,Brazil,[],#52b030,#52b030,#ffffff,1,1,1.0,0.0,1.0,2,2,1.0,1.0,2.0,6.0,8.0,1690243585.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1690243589,,,BR,BR,,,,,,,,2.4,3.25,3.1
