playedEnough,statistics.rating,statistics.id,statistics.type,statistics.appearances,player.name,player.slug,player.shortName,player.position,player.userCount,player.id,category,statistics.goals,statistics.expectedGoals,statistics.assists,statistics.expectedAssists,statistics.goalsAssistsSum,statistics.penaltiesTaken,statistics.penaltyGoals,statistics.shotFromSetPiece,statistics.freeKickGoal,statistics.scoringFrequency,statistics.totalShots,statistics.shotsOnTarget,statistics.bigChancesMissed,statistics.bigChancesCreated,statistics.accuratePasses,statistics.accuratePassesPercentage,statistics.keyPasses,statistics.accurateLongBalls,statistics.successfulDribbles,statistics.successfulDribblesPercentage,statistics.penaltyWon,statistics.tackles,statistics.interceptions,statistics.clearances,statistics.possessionLost,statistics.yellowCards,statistics.redCards
True,,866926,overall,23,Lucas Vázquez,lucas-vazquez,L. Vázquez,D,8014,255239,successfulDribbles,,,,,,,,,,,,,,,,,,,14.0,73.684210526316,,,,,,,
True,,866902,overall,33,Luka Modrić,luka-modric,L. Modrić,M,87724,15466,successfulDribbles,,,,,,,,,,,,,,,,,,,19.0,46.341463414634,,,,,,,
True,,866922,overall,27,Nacho Fernández,nacho-fernandez,N. Fernández,D,7770,69404,successfulDribbles,,,,,,,,,,,,,,,,,,,11.0,73.333333333333,,,,,,,
True,,871136,overall,33,Éder Militão,eder-militao,É. Militão,D,16939,822519,successfulDribbles,,,,,,,,,,,,,,,,,,,11.0,64.705882352941,,,,,,,
True,,871134,overall,27,Daniel Carvajal,daniel-carvajal,D. Carvajal,D,12051,138572,successfulDribbles,,,,,,,,,,,,,,,,,,,9.0,64.285714285714,,,,,,,
False,,866906,overall,6,Eden Hazard,eden-hazard,E. Hazard,F,87552,27583,successfulDribbles,,,,,,,,,,,,,,,,,,,2.0,50.0,,,,,,,
True,,866928,overall,30,Toni Kroos,toni-kroos,T. Kroos,M,46660,26502,successfulDribbles,,,,,,,,,,,,,,,,,,,9.0,47.368421052632,,,,,,,
True,,866930,overall,23,David Alaba,david-alaba,D. Alaba,D,16914,66492,successfulDribbles,,,,,,,,,,,,,,,,,,,3.0,75.0,,,,,,,
True,,866918,overall,33,Antonio Rüdiger,antonio-rudiger,A. Rüdiger,D,14287,142622,successfulDribbles,,,,,,,,,,,,,,,,,,,3.0,75.0,,,,,,,
True,,866924,overall,31,Thibaut Courtois,thibaut-courtois,T. Courtois,G,23985,70988,successfulDribbles,,,,,,,,,,,,,,,,,,,2.0,100.0,,,,,,,
True,,866910,overall,24,Karim Benzema,karim-benzema,K. Benzema,F,164944,3306,penaltyWon,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,
True,,876778,overall,34,Rodrygo,rodrygo,Rodrygo,F,59539,910536,penaltyWon,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,
True,,871136,overall,33,Éder Militão,eder-militao,É. Militão,D,16939,822519,penaltyWon,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
True,,871132,overall,31,Marco Asensio,marco-asensio,M. Asensio,F,19176,361004,penaltyWon,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
True,,866904,overall,33,Vinícius Júnior,vinicius-junior,Vinícius,F,145260,868812,penaltyWon,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
True,,866926,overall,23,Lucas Vázquez,lucas-vazquez,L. Vázquez,D,8014,255239,penaltyWon,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
True,,866914,overall,33,Aurélien Tchouaméni,aurelien-tchouameni,A. Tchouaméni,M,22302,859025,tackles,,,,,,,,,,,,,,,,,,,,,,64.0,,,,,
True,,866920,overall,37,Eduardo Camavinga,camavinga-eduardo,E. Camavinga,M,25410,973887,tackles,,,,,,,,,,,,,,,,,,,,,,68.0,,,,,
True,,866928,overall,30,Toni Kroos,toni-kroos,T. Kroos,M,46660,26502,tackles,,,,,,,,,,,,,,,,,,,,,,51.0,,,,,
True,,866926,overall,23,Lucas Vázquez,lucas-vazquez,L. Vázquez,D,8014,255239,tackles,,,,,,,,,,,,,,,,,,,,,,34.0,,,,,
True,,866932,overall,30,Dani Ceballos,dani-ceballos,D. Ceballos,M,8035,547838,tackles,,,,,,,,,,,,,,,,,,,,,,43.0,,,,,
True,,871136,overall,33,Éder Militão,eder-militao,É. Militão,D,16939,822519,tackles,,,,,,,,,,,,,,,,,,,,,,46.0,,,,,
True,,871134,overall,27,Daniel Carvajal,daniel-carvajal,D. Carvajal,D,12051,138572,tackles,,,,,,,,,,,,,,,,,,,,,,32.0,,,,,
True,,866916,overall,18,Ferland Mendy,ferland-mendy,F. Mendy,D,9092,792073,tackles,,,,,,,,,,,,,,,,,,,,,,21.0,,,,,
True,,866912,overall,34,Federico Valverde,federico-valverde,F. Valverde,M,38049,831808,tackles,,,,,,,,,,,,,,,,,,,,,,31.0,,,,,
True,,866904,overall,33,Vinícius Júnior,vinicius-junior,Vinícius,F,145260,868812,tackles,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,
True,,866922,overall,27,Nacho Fernández,nacho-fernandez,N. Fernández,D,7770,69404,tackles,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,
True,,866930,overall,23,David Alaba,david-alaba,D. Alaba,D,16914,66492,tackles,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,
True,,866902,overall,33,Luka Modrić,luka-modric,L. Modrić,M,87724,15466,tackles,,,,,,,,,,,,,,,,,,,,,,19.0,,,,,
True,,866918,overall,33,Antonio Rüdiger,antonio-rudiger,A. Rüdiger,D,14287,142622,tackles,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,
True,,871132,overall,31,Marco Asensio,marco-asensio,M. Asensio,F,19176,361004,tackles,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,
True,,876778,overall,34,Rodrygo,rodrygo,Rodrygo,F,59539,910536,tackles,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,
True,,866910,overall,24,Karim Benzema,karim-benzema,K. Benzema,F,164944,3306,tackles,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,
False,,957664,overall,6,Álvaro Rodríguez,alvaro-rodriguez,Á. Rodríguez,F,5838,1154587,tackles,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,
False,,895596,overall,9,Mariano Díaz,mariano-diaz,M. Díaz,F,5555,175753,tackles,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
True,,866924,overall,31,Thibaut Courtois,thibaut-courtois,T. Courtois,G,23985,70988,tackles,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
True,,866914,overall,33,Aurélien Tchouaméni,aurelien-tchouameni,A. Tchouaméni,M,22302,859025,interceptions,,,,,,,,,,,,,,,,,,,,,,,49.0,,,,
True,,871136,overall,33,Éder Militão,eder-militao,É. Militão,D,16939,822519,interceptions,,,,,,,,,,,,,,,,,,,,,,,41.0,,,,
True,,866932,overall,30,Dani Ceballos,dani-ceballos,D. Ceballos,M,8035,547838,interceptions,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,
True,,866928,overall,30,Toni Kroos,toni-kroos,T. Kroos,M,46660,26502,interceptions,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,
True,,866916,overall,18,Ferland Mendy,ferland-mendy,F. Mendy,D,9092,792073,interceptions,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,
True,,866922,overall,27,Nacho Fernández,nacho-fernandez,N. Fernández,D,7770,69404,interceptions,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,
True,,866930,overall,23,David Alaba,david-alaba,D. Alaba,D,16914,66492,interceptions,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,
True,,866918,overall,33,Antonio Rüdiger,antonio-rudiger,A. Rüdiger,D,14287,142622,interceptions,,,,,,,,,,,,,,,,,,,,,,,19.0,,,,
True,,871134,overall,27,Daniel Carvajal,daniel-carvajal,D. Carvajal,D,12051,138572,interceptions,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,
True,,866912,overall,34,Federico Valverde,federico-valverde,F. Valverde,M,38049,831808,interceptions,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,
True,,866920,overall,37,Eduardo Camavinga,camavinga-eduardo,E. Camavinga,M,25410,973887,interceptions,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,
True,,866926,overall,23,Lucas Vázquez,lucas-vazquez,L. Vázquez,D,8014,255239,interceptions,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,
True,,866902,overall,33,Luka Modrić,luka-modric,L. Modrić,M,87724,15466,interceptions,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,
True,,876778,overall,34,Rodrygo,rodrygo,Rodrygo,F,59539,910536,interceptions,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,
True,,866904,overall,33,Vinícius Júnior,vinicius-junior,Vinícius,F,145260,868812,interceptions,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,
False,,866906,overall,6,Eden Hazard,eden-hazard,E. Hazard,F,87552,27583,interceptions,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
True,,871132,overall,31,Marco Asensio,marco-asensio,M. Asensio,F,19176,361004,interceptions,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,
True,,866924,overall,31,Thibaut Courtois,thibaut-courtois,T. Courtois,G,23985,70988,interceptions,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,
True,,866910,overall,24,Karim Benzema,karim-benzema,K. Benzema,F,164944,3306,interceptions,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,
True,,871136,overall,33,Éder Militão,eder-militao,É. Militão,D,16939,822519,clearances,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,
True,,866918,overall,33,Antonio Rüdiger,antonio-rudiger,A. Rüdiger,D,14287,142622,clearances,,,,,,,,,,,,,,,,,,,,,,,,68.0,,,
True,,866930,overall,23,David Alaba,david-alaba,D. Alaba,D,16914,66492,clearances,,,,,,,,,,,,,,,,,,,,,,,,36.0,,,
True,,866914,overall,33,Aurélien Tchouaméni,aurelien-tchouameni,A. Tchouaméni,M,22302,859025,clearances,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,
True,,871134,overall,27,Daniel Carvajal,daniel-carvajal,D. Carvajal,D,12051,138572,clearances,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,
True,,866922,overall,27,Nacho Fernández,nacho-fernandez,N. Fernández,D,7770,69404,clearances,,,,,,,,,,,,,,,,,,,,,,,,33.0,,,
False,,866900,overall,1,Casemiro,casemiro,Casemiro,M,59818,122951,clearances,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
True,,866916,overall,18,Ferland Mendy,ferland-mendy,F. Mendy,D,9092,792073,clearances,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,
True,,866920,overall,37,Eduardo Camavinga,camavinga-eduardo,E. Camavinga,M,25410,973887,clearances,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,
True,,866912,overall,34,Federico Valverde,federico-valverde,F. Valverde,M,38049,831808,clearances,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,
True,,866926,overall,23,Lucas Vázquez,lucas-vazquez,L. Vázquez,D,8014,255239,clearances,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,
True,,866924,overall,31,Thibaut Courtois,thibaut-courtois,T. Courtois,G,23985,70988,clearances,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,
False,,895593,overall,7,Andriy Lunin,andriy-lunin,A. Lunin,G,6048,857574,clearances,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,
True,,866928,overall,30,Toni Kroos,toni-kroos,T. Kroos,M,46660,26502,clearances,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,
True,,866910,overall,24,Karim Benzema,karim-benzema,K. Benzema,F,164944,3306,clearances,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,
True,,866902,overall,33,Luka Modrić,luka-modric,L. Modrić,M,87724,15466,clearances,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,
True,,866932,overall,30,Dani Ceballos,dani-ceballos,D. Ceballos,M,8035,547838,clearances,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,
False,,957664,overall,6,Álvaro Rodríguez,alvaro-rodriguez,Á. Rodríguez,F,5838,1154587,clearances,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
True,,876778,overall,34,Rodrygo,rodrygo,Rodrygo,F,59539,910536,clearances,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,
True,,871132,overall,31,Marco Asensio,marco-asensio,M. Asensio,F,19176,361004,clearances,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,
True,,866904,overall,33,Vinícius Júnior,vinicius-junior,Vinícius,F,145260,868812,possessionLost,,,,,,,,,,,,,,,,,,,,,,,,,630.0,,
True,,866910,overall,24,Karim Benzema,karim-benzema,K. Benzema,F,164944,3306,possessionLost,,,,,,,,,,,,,,,,,,,,,,,,,231.0,,
True,,876778,overall,34,Rodrygo,rodrygo,Rodrygo,F,59539,910536,possessionLost,,,,,,,,,,,,,,,,,,,,,,,,,305.0,,
True,,871134,overall,27,Daniel Carvajal,daniel-carvajal,D. Carvajal,D,12051,138572,possessionLost,,,,,,,,,,,,,,,,,,,,,,,,,238.0,,
True,,866928,overall,30,Toni Kroos,toni-kroos,T. Kroos,M,46660,26502,possessionLost,,,,,,,,,,,,,,,,,,,,,,,,,259.0,,
True,,866902,overall,33,Luka Modrić,luka-modric,L. Modrić,M,87724,15466,possessionLost,,,,,,,,,,,,,,,,,,,,,,,,,262.0,,
True,,871136,overall,33,Éder Militão,eder-militao,É. Militão,D,16939,822519,possessionLost,,,,,,,,,,,,,,,,,,,,,,,,,251.0,,
True,,866912,overall,34,Federico Valverde,federico-valverde,F. Valverde,M,38049,831808,possessionLost,,,,,,,,,,,,,,,,,,,,,,,,,254.0,,
True,,866932,overall,30,Dani Ceballos,dani-ceballos,D. Ceballos,M,8035,547838,possessionLost,,,,,,,,,,,,,,,,,,,,,,,,,213.0,,
True,,866926,overall,23,Lucas Vázquez,lucas-vazquez,L. Vázquez,D,8014,255239,possessionLost,,,,,,,,,,,,,,,,,,,,,,,,,162.0,,
True,,866930,overall,23,David Alaba,david-alaba,D. Alaba,D,16914,66492,possessionLost,,,,,,,,,,,,,,,,,,,,,,,,,160.0,,
True,,866920,overall,37,Eduardo Camavinga,camavinga-eduardo,E. Camavinga,M,25410,973887,possessionLost,,,,,,,,,,,,,,,,,,,,,,,,,233.0,,
True,,866916,overall,18,Ferland Mendy,ferland-mendy,F. Mendy,D,9092,792073,possessionLost,,,,,,,,,,,,,,,,,,,,,,,,,113.0,,
True,,871132,overall,31,Marco Asensio,marco-asensio,M. Asensio,F,19176,361004,possessionLost,,,,,,,,,,,,,,,,,,,,,,,,,193.0,,
True,,866924,overall,31,Thibaut Courtois,thibaut-courtois,T. Courtois,G,23985,70988,possessionLost,,,,,,,,,,,,,,,,,,,,,,,,,158.0,,
True,,866914,overall,33,Aurélien Tchouaméni,aurelien-tchouameni,A. Tchouaméni,M,22302,859025,possessionLost,,,,,,,,,,,,,,,,,,,,,,,,,167.0,,
True,,866922,overall,27,Nacho Fernández,nacho-fernandez,N. Fernández,D,7770,69404,possessionLost,,,,,,,,,,,,,,,,,,,,,,,,,127.0,,
True,,866918,overall,33,Antonio Rüdiger,antonio-rudiger,A. Rüdiger,D,14287,142622,possessionLost,,,,,,,,,,,,,,,,,,,,,,,,,142.0,,
False,,866906,overall,6,Eden Hazard,eden-hazard,E. Hazard,F,87552,27583,possessionLost,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,
False,,895593,overall,7,Andriy Lunin,andriy-lunin,A. Lunin,G,6048,857574,possessionLost,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,
False,,866900,overall,1,Casemiro,casemiro,Casemiro,M,59818,122951,possessionLost,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,
False,,957664,overall,6,Álvaro Rodríguez,alvaro-rodriguez,Á. Rodríguez,F,5838,1154587,possessionLost,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,
False,,895596,overall,9,Mariano Díaz,mariano-diaz,M. Díaz,F,5555,175753,possessionLost,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,
False,,954886,overall,2,Sergio Arribas,sergio-arribas,S. Arribas,M,2207,997203,possessionLost,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,
False,,954884,overall,3,Álvaro Odriozola,alvaro-odriozola,Á. Odriozola,D,4003,353250,possessionLost,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
True,,866904,overall,33,Vinícius Júnior,vinicius-junior,Vinícius,F,145260,868812,yellowCards,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,
True,,866932,overall,30,Dani Ceballos,dani-ceballos,D. Ceballos,M,8035,547838,yellowCards,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,
True,,866902,overall,33,Luka Modrić,luka-modric,L. Modrić,M,87724,15466,yellowCards,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,
True,,866922,overall,27,Nacho Fernández,nacho-fernandez,N. Fernández,D,7770,69404,yellowCards,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,
True,,866920,overall,37,Eduardo Camavinga,camavinga-eduardo,E. Camavinga,M,25410,973887,yellowCards,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,
True,,871134,overall,27,Daniel Carvajal,daniel-carvajal,D. Carvajal,D,12051,138572,yellowCards,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,
True,,871136,overall,33,Éder Militão,eder-militao,É. Militão,D,16939,822519,yellowCards,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,
True,,876778,overall,34,Rodrygo,rodrygo,Rodrygo,F,59539,910536,yellowCards,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,
True,,866930,overall,23,David Alaba,david-alaba,D. Alaba,D,16914,66492,yellowCards,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,
True,,866912,overall,34,Federico Valverde,federico-valverde,F. Valverde,M,38049,831808,yellowCards,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,
True,,866914,overall,33,Aurélien Tchouaméni,aurelien-tchouameni,A. Tchouaméni,M,22302,859025,yellowCards,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,
True,,866926,overall,23,Lucas Vázquez,lucas-vazquez,L. Vázquez,D,8014,255239,yellowCards,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,
True,,866916,overall,18,Ferland Mendy,ferland-mendy,F. Mendy,D,9092,792073,yellowCards,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,
True,,895596,overall,9,Mariano Díaz,mariano-diaz,M. Díaz,F,5555,175753,yellowCards,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,
True,,866910,overall,24,Karim Benzema,karim-benzema,K. Benzema,F,164944,3306,yellowCards,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
True,,871132,overall,31,Marco Asensio,marco-asensio,M. Asensio,F,19176,361004,yellowCards,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
True,,866918,overall,33,Antonio Rüdiger,antonio-rudiger,A. Rüdiger,D,14287,142622,yellowCards,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
True,,866928,overall,30,Toni Kroos,toni-kroos,T. Kroos,M,46660,26502,redCards,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
True,,871134,overall,27,Daniel Carvajal,daniel-carvajal,D. Carvajal,D,12051,138572,redCards,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
